,Skew_LRT
CYP4X1,81.51118841739117
CEP104,56.79232377228277
PTRH1,29.05451764090526
OR6K2,70.72642879288833
GML,41.4945859390748
RPL3L,53.17544497055087
SPIN1,13.378158348587704
PEMT,-27.26760501395552
OR10H1,73.42286905010167
CALML5,91.41874204920124
ANXA8,20.59077361011373
DIS3L,86.97516721084207
SGSH,23.558651316174743
C6orf89,-1.2172374882438817
WDR26,61.569975236041245
TIMM10B,242.57626145019867
ADIRF,55.68253318217489
THPO,92.9106794117872
SEPP1,
NCDN,245.5725584597105
C7orf65,
MTMR12,53.97943574714486
PRR14L,17.54334640604634
ANXA11,-22.30162250516605
CDC42EP4,49.633304393749086
ACAD8,52.29745892760138
PRG2,53.453481471697614
ZFP91,135.2236207504277
CSRP3,103.7335203352436
COMT,22.89846794837399
CSF3R,38.893755765845526
AK8,69.78685934252667
NADK2,190.12309227436936
MYRF,542.0189244959862
P2RX1,47.79040995060518
ZNF484,64.50022698081762
OR10A4,20.945306579421413
CA12,35.68287646434419
FAM178B,62.893738501545386
C15orf43,
CFAP47,50.68501747823484
ASS1,51.486023385805765
RBMS1,79.75686197337473
GP1BA,67.02409199573822
ZNF782,18.431996708815632
AFM,44.530330421268445
ZCCHC12,4.136128366652429
DNASE1L3,24.98905120592872
FOXD4L4,
ARL6IP1,42.8227060471263
LIMK1,81.94548758736892
GLI4,102.43529903624903
POLG,191.8731223720756
CAPG,47.53263122078215
ONECUT1,239.06793020383884
SPRR2E,
POTEI,20.05278809574247
SYNE4,82.99415424492145
TRPV6,37.95497231562467
PTPN18,27.13132018837723
TMEM213,38.86976973922401
IL4,91.94534148911588
SMIM10L1,
PHC1,21.98675097531145
GPIHBP1,100.83988859928375
ANO5,29.09598153550769
PPP1R21,16.18325014723655
TTLL10,75.03683351088512
GAL3ST2,94.24914177893127
CELF1,50.77992252759668
DENND1B,95.30810185977089
RAB34,-4.542452482643739
KRTAP4-12,15.36014063278094
LRRC14,32.16200012145032
TATDN1,135.82546491216772
GRIFIN,
CCDC78,65.56151763474645
SMAD7,461.1402456880513
IFFO2,119.39816919637792
PLA2G2C,
KRT222,84.90709219307791
BNIP2,51.01441515693864
WRAP73,276.11778608021746
BTN2A2,73.20304938582967
TMCO6,160.72519838832957
ME3,76.72538567813945
AGAP11,
IL17RA,37.74214655515675
SGTB,74.47246381040486
BHLHE41,53.62648369595309
SIX1,-185.8846531385816
CDH22,40.739057366999305
LANCL1,97.875264588356
WDTC1,25.25849298251728
MAGEA11,24.343404254166444
RBM5,107.2747027213129
WBP1,78.41124492114284
SLC35G6,1.7042084747265562
RBM14-RBM4,
CHMP1A,27.111908485132066
TOP3B,118.75074853177124
CCL26,84.79678443508715
CNN2,-11.43898171083731
SLC35A5,39.08406920387415
CYP2F1,20.78768355853072
OSBPL11,45.580733383324514
CHIA,29.03852540537377
C15orf57,
FAM3A,-13.724722078498871
SEC16B,48.19406874327774
CUL7,35.01560032473799
CLDN15,132.65138165060398
ARHGAP33,64.34154157114949
KIF12,52.048609015186685
VSIG8,74.96997156066914
CELF6,120.88024580224167
CRYGD,17.495544857499226
OTP,66.69644602689323
SPATA2L,98.26162551733614
SFTA2,71.98629376834651
SAPCD1,110.25078408790772
NEFH,34.93747088608961
GDF2,35.66816593234444
DNASE1,61.31846689288386
COL9A1,42.9613022978856
SNX17,79.12998850564509
TM4SF4,108.8350600891706
C19orf47,65.53292488926672
ARHGAP42,
LRFN1,-267.18919408308443
CCDC79,
SLC6A12,40.25532499051906
SP2,51.79948733823767
ENPP7,99.62625964502764
SPNS2,30.64598003497804
SNURF,9.029644759039911
CNTNAP2,83.85560418368414
CNOT4,47.67417282965744
TSHB,19.02753845226925
RAB4A,73.45113110088096
RNF139,157.03724558684348
AKAP9,7.969354430721978
MFRP,90.1520578765194
NUTM2F,64.67343202319921
TRIM4,53.84617130504876
MZF1,86.83639440379852
CHAC1,42.60786713592984
GAGE2B,
MPPE1,163.7650341442411
MCAM,83.47576601622859
G6PC3,62.80483765930194
GNG3,31.85289732695719
C2orf49,32.30001685736852
ASGR2,36.91734177021817
ZNFX1,401.7394689997016
LYRM5,
C1orf204,
TAAR8,104.39463455444638
MAGEE2,53.1260373707396
HS3ST5,55.80069183667956
ZNF683,28.255776802722263
PPAPDC1B,
GFOD1,97.51875987447283
LTBP4,
ESRRA,71.12534908660155
ANKRD36,
IRF1,116.03951627141169
NAT1,25.70349056119904
AKIP1,50.98635194499912
DACH1,236.8211532640562
SEPT5,
UCHL3,69.28424417918518
EFCAB9,105.78258592879683
UGT2A3,22.37892251390485
ZNF652,65.02520430434106
PSMD5,67.11423582309772
TSTD2,69.76319330754473
MUC1,61.675809796427984
CRTC3,229.2460054041541
FBXO28,107.7809128050078
OR2V2,64.40550902172004
GPR17,57.25301676602385
PSORS1C2,67.44402313636647
USP31,-194.7911940230838
CTSZ,210.61298534017624
PSG7,
IFNAR2,491.508595195453
SH3BP5,42.94581493225951
PLSCR1,50.628640535160685
VASH2,54.72631125222051
OR51A4,-12.20093820488728
TARBP2,20.35398891025966
ZBED2,74.30007976951492
ATF5,47.2119101544115
TDRD1,49.28952837891029
TTC19,64.37065863632733
C15orf61,99.5795731408948
LOC100129083,
KLK5,110.45999076951534
TMEM88B,55.10086929557292
RPS6KB1,72.10492004089963
PRDM14,96.7763326933416
TMEM42,73.19715427950632
RELL2,67.12803988775113
PTS,132.30702902240228
CRIPT,116.7002257643976
LXN,111.1789135607114
CHST6,70.74278930896958
MAN1A1,96.79254096531167
KRTAP5-10,22.94312806624862
LZTFL1,44.97215284171375
ATN1,52.22005475108995
VGLL2,209.72781475335228
CHSY3,53.07579378968421
SPOP,23.532728793514707
S100A7L2,
NAGK,77.42280557595723
GALR3,78.52755978853315
CCL7,69.12589002217703
ZNF177,45.80777854815051
ZFP36,73.72503998119737
RAB19,121.15228703870343
RANBP2,13.563419762447268
VPS37C,51.0594313574137
ADH5,51.45541995306303
GPR75,88.39900720348533
ETFB,39.96701324369337
LOC100129216,
GRIA4,100.31272200710896
AVEN,106.23787775520714
ZNF358,32.88742316369098
MARCH2,
SMCR8,40.23287844845731
TMSB4X,-7.696758472788588
HELZ,80.66118554295394
MLLT11,38.96465033706204
OAZ2,38.7382287221244
ROBO2,72.73716464240238
PPP1R7,-227.188095475026
RUNDC1,108.13460707373451
MAL,110.7458693353194
WASF3,44.32814805659336
SLC35F4,
HIST1H3F,
MAP7,59.33467690057637
PLGLB2,
CLEC3B,60.62746751759846
LRRC8B,20.37667538430969
ABCA4,6.465258029343204
EZH2,153.116966430405
MFGE8,28.86101507455533
SOHLH1,45.20707020762279
ADORA3,
BLVRB,49.33094131207304
MKRN3,33.03329800103165
NRIP3,64.1819486925433
APIP,103.4333001161915
CD3D,40.99995999058649
AMZ2,11.686714058720328
KLF16,70.20304061433023
L3MBTL2,38.818027257317226
JRK,
PCDHGC5,82.817588661032
OR5D18,32.37311660073283
RAB40C,57.28671647045576
OPN4,45.62865805657066
SLC6A14,171.10550756936004
DUOX1,28.95091002172944
LRRK2,8.781703681716408
FOXD4L5,40.26621219951414
TOB2,29.115833903005296
MT1A,24.44505169539389
DGCR2,43.11089736637655
S100A13,43.51845404296637
DAZAP1,53.34508542500498
TMEM212,123.86736496795992
SAMSN1,151.24180367348436
IFFO1,73.48634379576401
MAPK4,141.07313487809824
SLC5A9,56.87231015612929
SYNGR3,32.45636381691065
GPR107,152.4642925426699
FUCA1,45.22977381021292
C12orf54,45.626309801700245
CHST1,14.953801616207327
SC5D,403.4761927067466
B4GALNT2,26.18623296627697
CEACAM8,14.900877588318508
EIF4EBP2,41.46926598160917
ATP1B1,-0.0689079432661401
OR2S2,38.74262700844179
DYRK4,95.870806747625
VPS13A,31.43239662374299
DPP9,-4.218755629512543
KRT7,36.47015873758824
USP16,18.07517594625142
SOX10,968.9975880641408
OLFM3,62.78719934924948
DENND2C,92.90585201580848
OR4C13,48.67790619420862
PSMB9,59.5262913659335
TSPAN31,217.37084397116087
SSBP4,60.49050427492216
ATP10A,-137.65087980652083
IL17D,35.441922723087146
TMEM235,68.87786670245714
WWC1,44.8531103598034
DEF8,76.66414930574615
TMEM164,306.2175420507292
RAB26,189.68950524440007
ALPL,108.02733242901036
MCCD1,138.37385458318863
C10orf128,
VGLL4,86.97756190262203
LENEP,37.738085215779165
YWHAG,60.72428781969643
ZHX3,30.101603174633965
HCLS1,24.30710084557063
CARD18,110.05263573728509
ZNF446,110.9550513204374
CHST4,57.5630816446087
DOCK8,164.8746796835694
FGF7,84.78709651115832
DNPEP,88.70369058362508
ZNF99,34.37963525733335
PIK3CA,219.3885794089965
CEPT1,264.6104329579972
MROH7,44.60447785466568
NPTX1,24.01221271400982
STYXL1,24.67686519383733
ZCCHC6,
SPINT2,80.08372480735352
CCNDBP1,55.53858953134909
SLC25A29,41.77639751242805
AGAP2,47.63366882172522
PCDHGA1,29.56037349819144
LHX4,55.35634529171534
HAAO,145.93536654098943
DOPEY1,
ADPGK,339.7593922210044
ZNF609,90.80297414043298
S100A8,41.500241427745095
PLAA,118.32663699489854
KRT27,15.674569250069908
SNCAIP,132.61409999338275
EEF2KMT,189.7956559480143
MUM1,
PIK3IP1,38.482142566277616
CCR1,89.73394507906369
MROH1,79.05644028731763
SSH2,231.0967157517912
KCNA6,125.94964152671356
CRAMP1L,
GRAP2,74.50640730381724
LONRF2,89.8467094857624
TMEM247,37.91591759453195
FDXACB1,47.75758461771238
B3GNT8,15.894654047971017
THRA,86.05464357630512
CAPN1,22.68338710662897
SMURF2,49.21927109454282
WRNIP1,107.84549994572308
PAX2,24.807123540044813
CTAGE8,
KIR3DL1,46.28582741825721
ABCB4,72.07769149523051
DISP2,36.2389045025252
PBXIP1,66.06545243575738
ANKHD1,-26.24249118393004
KLHDC8B,57.88452406558599
CFAP61,62.62311418113177
KLHL38,134.01843956263474
ENTPD5,75.94925146028413
TAS1R2,62.48525177113424
P4HB,48.40894642025592
SMAD3,110.20012733519616
PLCH1,105.47035215739017
PPM1M,83.5976735224042
XRRA1,64.23691702263363
TSC22D4,93.00213075973691
TBC1D22B,50.68387013875963
ZYG11B,45.40500627646316
TNRC6B,11.440143166482358
KRTAP16-1,109.99226854288509
TG,135.01803146613747
SLC17A1,89.5560510971577
TRIM66,
FAM157B,
LRRC57,141.82449769200912
CD300LD,14.540898956719955
EIF2A,-240.5641415885368
ACAA1,145.7099462260221
CEACAM3,66.72724171625123
CST7,12.2674268059136
RPS6KB2,1.9757883751062764
DNAH14,29.378213106168914
BRE,
TTC12,61.12477591020115
IFIT3,114.10928690011268
C11orf98,
MYDGF,44.35361053834004
ARHGAP44,59.07942662031837
DBX2,33.06122015207529
TRAF5,149.33361513606724
KLRG2,29.439010114658004
PHLDA2,49.15429292588488
MOCOS,37.1326950203661
TNFRSF8,39.44458999398762
USP43,93.55523055543767
WBSCR28,
LCE2D,22.110613815422766
OXCT2,-196.4196711380239
RAPGEF1,80.42803701648836
C14orf37,
FOXG1,124.86685168169038
RHOQ,83.84861711998681
PIGZ,99.8336846166103
ITPKC,133.2044633770954
TTYH3,68.32952256866474
CATSPERG,111.31440194264816
HEATR3,32.48513269302077
MLYCD,35.49686598709013
ANKRD17,89.17624559247724
ABHD15,27.3783387973192
MRRF,53.62357938589139
RAB25,37.46403658804661
RNPEPL1,
NCOA5,132.6450030973898
CYP39A1,103.57549096078084
PATL1,19.94957820772084
GGT5,47.32639341832282
KCNJ12,
FAM120AOS,77.21100765594178
LENG1,-43.05333490844919
TBC1D8,-107.14667301047145
PIGR,5.1532355488434405
JMJD7-PLA2G4B,
USP17L4,
LRRC3,47.33746348938416
ZNRF1,81.53320482189929
FAM129A,
ENTHD1,56.85900520200585
DEPTOR,104.4934608599624
KIT,96.56006374144796
WDR17,50.00721521449077
ZNF688,51.50369938860695
SUPT3H,225.98585815583223
KCNIP3,49.64850920324943
ABHD8,26.1448178232024
LRRC1,46.34327716587336
SLC12A6,43.49729351184146
SPINK1,102.69454124255752
TADA3,16.27141548964812
C17orf59,
SLC24A1,34.57499755915569
DPF3,160.51189965120489
SMAP1,17.133449297538846
CNIH2,86.12215452822147
ZNF324,34.09971848572923
ZNF675,56.40231648140798
TMIGD2,22.93863292238848
GLUD1,55.475126921631954
VDAC3,65.77431905149274
ARPC5L,99.3733284338182
TXNDC12,74.71803192264156
D2HGDH,97.24098945513084
CEP112,56.32386214166354
CNTD2,
CDC42BPG,41.393888775069854
C6orf229,
ZCCHC11,
FAM57B,
MSH6,142.1437153547001
TNS1,70.76481693301366
GLT1D1,50.12307280857908
TTC26,91.5935630480717
CALHM1,31.985299357717626
KIF5C,
RBP4,48.32807154804459
RBAK-RBAKDN,
MEFV,76.9664452831521
MICAL2,127.12955841878284
GUCD1,13.895515325269116
PRG4,78.84872696829348
TAF9,100.41804297781393
TMEM67,35.37761383967813
CCDC57,
LDHB,240.87029454081
ABI3,55.43592637128722
AGRP,47.100112672662135
DOCK6,20.47275156388196
SLC6A18,180.6609819184125
ADGRG7,14.43946969905005
TDGF1,69.7048177047404
HBP1,38.6868529848723
SBK1,36.05966452901748
GOLGA5,27.566286904156183
CIART,54.116697409174094
DLX3,24.431230600742083
TARM1,22.44099051700732
IL17F,60.04295202487651
WI2-2373I1.2,
OR7G3,21.21645431360741
WNK3,57.57304644568421
MB21D2,47.34152287168354
OSGEPL1,32.962345014489074
FOSL1,189.1762905268872
ZNF598,
RSPO1,88.20177970879854
PRR15,61.84779376976962
DLX6,115.47874122553412
MOCS2,115.93363855813914
DUSP21,31.68364028960741
KCNQ4,40.56068224669434
JMY,34.1144077867948
MAPK8IP2,
FBXO8,105.38712150891796
ETAA1,99.0581082809083
PPARGC1A,145.3447422195277
IL1A,37.2598810317254
MDGA1,111.33758695225016
AMBN,63.77965783933109
GOLGB1,34.43646481762903
LIPF,21.39600377613351
HSPA6,83.43712217639995
KRTAP5-2,54.46507422829927
BLZF1,31.425047225645585
CSTL1,51.8619152758929
WWP2,42.31580176799525
BACH2,245.7453609219108
NSUN5,60.72507492974228
TMEM215,-8.655669906382627
TREM2,99.11892946506669
ACTL10,75.95683282279288
C1orf64,
RAB3GAP2,66.31686932181356
TPGS1,64.29449019727281
USF2,21.13930462874476
OR8A1,-3.329962657970441
MOB2,63.99568681002552
WBSCR17,
LOC728392,
ACTR8,-179.55074095777184
DPP9-AS1,
ASL,61.59754592452032
ELMO3,100.0037353709813
CCNB2,93.75451783807377
RRAD,41.36624367657373
SNAP29,187.3694426351891
KATNB1,108.47722532080604
PALMD,57.04992767328463
BEND7,-163.1530378474531
VWA3B,26.377158631225484
SLC18A2,56.35306255825935
KIAA0754,
KCNS1,60.99281339851359
FAM76A,52.45806618182269
ST8SIA2,23.46477112800585
KDM3B,49.31138436323545
LBHD1,39.48597974682434
SLC16A7,45.93123986170258
KDM4B,10.10150426476048
PLSCR5,-197.2247162893864
FOXI2,74.47571276604958
ARAP1,61.41147278799622
GMEB2,9.698564846380805
PRR13,7.468199986442642
DCAF12L2,100.3167694608228
DDHD2,71.45984144685326
SSBP3,-1.2208884239980191
PTPN13,126.7320280459835
METTL4,68.74187514306914
CDK5RAP1,70.82283603263886
DUS2,107.71277827066046
ZNF711,57.21635539510999
CCER2,92.9435975190811
NUTM2B,75.88833355920383
TREML1,80.2332631532804
CCDC107,109.53322505498124
ZDHHC23,59.56151841089513
MAGEB5,67.81233439175867
GPR149,84.30239378525198
SSC5D,63.58062811541413
ABHD1,85.77004606198898
TUBB3,88.40843938121179
KRTAP23-1,68.77125099178375
OCIAD1,120.25113561891988
ADRB1,89.24243196134921
C4orf33,93.58472121432123
TNS4,126.00873250902124
PIPOX,16.859686642430916
APEH,19.283640018459664
ALG10B,-6.307219091933803
KLHL18,64.24504334303447
NTSR1,89.50879669047481
GP5,88.00024761849954
MYLIP,211.9791011980601
SLC2A4,66.76388568174525
BTNL2,
MYADML2,60.183090834836094
SIPA1,40.29384396058049
COMMD4,18.33696627561721
DBNL,78.71243671640673
ZFYVE19,32.168707382787034
GDA,18.864199591233955
HES5,93.22263318491582
CRHBP,41.63625527147974
SOWAHC,49.788050881319805
TSSK4,45.64644590784542
EMB,47.47964925244696
C6orf99,
SRGN,51.635021836668784
OR1E1,27.60394040305528
LMNTD2,48.76596393592081
PCDHGB5,
TOMM20L,60.50995731137823
AVL9,78.23761995160294
E2F6,7.657114301788852
SYF2,1.868189395158808
FGF2,38.24756275349955
PDZD9,78.69335363238929
PDYN,71.21548235012551
TMEM133,
LOC100130357,
FOXJ2,82.93150007359691
PON1,75.85288589041784
CNBD1,174.01291676453866
CTF1,50.58771847711864
GGT1,53.944408912789896
BCL2L13,77.73950497814667
TMEM98,19.37147849593476
ACTN3,
CALR,23.93286130925253
ZNF852,
TMEM179B,42.96601559841815
CMTM3,32.84334376431639
SCARB2,10.817414687348446
B3GNT9,41.85662687194144
HCN4,111.744806775489
OR1L3,74.31133982323763
CPNE6,31.46298259797163
PADI6,
CRYM,41.30434011265652
OLA1,49.48747143425044
CTAGE4,
GPR12,64.57721514841978
SCX,11.770123579669644
CARD10,115.18482963462748
C20orf195,
LOC643355,
CHRNE,48.30567446269606
PDZRN4,19.32930177592789
SCGB2B2,95.77199518698762
DGKD,142.91044340688472
SMIM14,37.010409817226446
ZNF623,27.99270856902558
PLS3,81.32701640990899
GCHFR,15.971535992272038
AGO1,23.05756626823154
ZSCAN16,78.61717531173917
ROM1,56.99863082635875
CCDC112,109.53750822426832
ELOVL5,192.6375060902428
POU4F2,175.80751161040826
FAM155A,
PYHIN1,61.78305925139784
MEI4,101.95772867859456
PNMAL2,
SCPEP1,-47.79279809478408
ANAPC16,51.1939420610895
FNIP1,179.9825178139913
EIF4E2,61.06442865475617
NDUFV3,48.58363153410573
ADPRH,83.5198309453624
ACSM4,131.61189760774914
TNIK,67.9154757215872
DNAJC7,144.2337832376104
FOXD3,53.449727180810896
LIPI,-241.88108560231035
SKA2,21.93091773342253
CDK16,110.72380508820083
ADTRP,113.04671140058464
GOLGA8R,-10.583130525456111
C6orf120,50.46351241608545
ZNF155,-1.4187415053741006
FOXB1,14.730647320258411
PAH,81.16651588192462
DHRS2,91.02375414603308
FKBP9,233.98633979579404
CWF19L1,304.9209711946044
TRAPPC12,137.52768520578752
HCRTR1,23.008728226283665
SFTPA2,69.93463205180683
TSACC,101.97321106494314
ZNF714,38.29359634969387
PRSS21,57.93202224340439
SYPL2,17.19452110744419
ZCWPW1,79.56171631832831
TMED1,90.19758848677634
MAPK1IP1L,113.66073716278264
ZNF519,56.66638699841906
SLC6A13,93.13626314891305
GJA1,180.3850720970452
SPANXA2,
CER1,205.80401642422635
COG6,74.25542057755604
KLF17,53.37512739636156
SLCO4A1,97.76615596209216
SBK3,
S1PR4,69.65507649951132
CECR5,
GSTO1,60.53710479279471
HNRNPA3,57.438713575866814
FOXJ1,40.66721651488706
IL9R,147.64652629564307
SEC61A2,84.93648860559802
XBP1,292.94835713685234
MAGI1,83.19812500395165
ARMCX4,39.4834602329156
WNT5A,-235.06312196348065
CLK4,80.71085969348132
RNF166,68.6918350158835
DPYSL5,131.72659623900745
RPH3AL,61.64348575834538
MAPKBP1,59.50054785890461
TMPRSS11D,79.17691215121795
F12,29.157129852531853
CSTF2T,126.01412100971312
WNT1,36.690361994601744
PRR20C,
KLC4,60.72181786698616
ARHGEF37,32.778646226023284
CCZ1B,
TNPO2,97.38498067706972
ARMCX3,72.51167500380598
PCDHGB7,67.40312957035985
DAPK3,56.495242331973486
SUSD4,73.59117906057736
LRRC36,107.11126409963254
SFRP1,67.58171602350603
FAM161B,76.17058904317673
GRAMD2,
ST3GAL1,108.67096946366996
ECM2,44.56271520160453
FBXO27,62.37442012700399
AMPD2,146.04373765035598
GALNT13,44.81617454636012
KANK4,62.23213064761308
FEZ1,103.16761575758164
ARHGEF25,67.80555000982395
TTC21A,134.36881110438526
HEATR5B,133.32987232834307
CRKL,162.39480158125593
SSX2,
METRN,47.60620290827319
MRPS15,48.91403040554064
HADH,39.36681578187563
C11orf49,19.57108746606696
KHDC1,-11.290502472445723
PEPD,118.64701638356225
MAML2,218.5156581026572
EXTL2,26.9256082618175
DDX43,77.85318990938504
KIAA1614,36.31712806004157
ATP2B3,50.555552212240855
KIFAP3,81.01536107071729
ITIH4,66.14949181688962
ZNF341,44.52528212043035
NDFIP1,107.18085455630876
C5orf28,
MURC,
CEBPD,17.07377433107854
ISG20,76.10516387541702
TUBB4A,-2.5972067215373045
CREBRF,11.166966268060833
POLQ,156.86260330286996
CCNT2,15.208303201727176
SBF2,78.6789941965676
NPAT,19.658097387567523
NRDE2,4.563645077307569
PRDM1,690.3881071722083
ZNF680,74.0405466338209
FGF4,139.00789783310597
MEF2C,1248.186029634163
FFAR3,26.872512115234485
IL11,35.19477678108956
OR4E2,69.25457442050993
LRRC8E,60.74995864893822
PYROXD2,63.17678426149678
C1orf61,
OR8G2,
CDKN2D,48.28714632219044
SNX11,28.668034078197024
TCEA3,38.79022768293203
XYLB,124.5748917237429
GDF9,35.85055133316018
CLDN14,100.75575475201369
LSM1,31.52526486013562
GCM1,97.01617787633973
OR5T1,-6.957004686850041
ADAMTS12,75.84716900925173
FGFR2,216.1207922018505
CYP3A7-CYP3A51P,
RBMX2,6.79125440260384
DNAJB9,190.86335283324087
RGS13,47.49688010789271
RBM34,105.70812359544313
ENPP1,73.70623515451871
CMSS1,63.73056763980503
GLTSCR1L,
ERCC4,144.989926207268
PLD1,108.50195993471266
HADHA,63.70695448224001
GSTA1,81.1242672773642
CLCF1,92.25647737879036
ARPP19,114.10218112363437
MINPP1,92.65294332593976
FIBCD1,241.733330203969
RHNO1,110.9984356461298
HMOX2,31.602862247676512
RABAC1,57.08727798231689
ZNF256,76.5681762192387
WDR91,185.67071284016995
HPS5,66.68483697892634
CDHR3,130.0119470400491
BMP10,14.812032906660988
ACBD3,56.43442326435502
C1orf116,62.78740339303568
LY6G5C,57.03842389258512
FGF13,99.4460427689246
IGFBP6,37.16239206125192
CDK13,26.08685786671685
IGDCC3,31.750479469952552
KRTAP10-3,34.818049599728056
C10orf32,
RBMY1E,
PICK1,20.73784783787709
TBXA2R,109.0011815692319
AFAP1L2,90.19773595342258
LTBP3,96.12308621386842
TEAD4,86.43430590884805
FAM183A,111.1459154702211
NR1D1,-21.592412785721763
ABCC12,57.42297007764
ACO1,68.10671361343839
HMG20B,10.366725936467446
BAIAP3,16.2172171785096
GDNF-AS1,
FGB,44.00391711037082
BIRC7,85.81864862397788
KNCN,28.940646480451505
FFAR4,76.21029602777617
ENTHD2,
ANKRD12,99.57361985967827
MAP3K10,53.6122693784539
PRPSAP2,57.37396420987125
USP54,48.32827968921765
CHCHD10,52.60898956742085
DBT,102.63194454746964
CFAP52,81.32942416252354
LCE1D,60.84518121256292
SH2D3A,42.13938434172724
TMEM130,51.3729146578778
GAB4,30.92663437971919
CEP89,41.34543558976725
RNF38,75.60037658814053
VDR,93.23714681091816
ZFAND6,40.163314191408745
PREX2,46.86237444168
ITPKA,95.71457084731878
CAMSAP2,90.4269240857343
PGRMC1,18.88702828374585
ICMT,118.93812167104034
APOBEC3A,49.57817648588957
PACSIN1,63.28558377309105
CDH4,104.67887438961498
CCDC27,97.20762161727656
BTN3A3,71.76107978414711
FBXO45,81.09349724146773
ACE,-147.5565429329513
LEUTX,
FAM47B,105.85046349544471
CAMK2N2,86.65105227940603
CYP24A1,107.06036387459244
NBPF3,64.72613652385536
PAPPA2,61.3101531222801
CGN,81.67901134693511
P2RX6,66.77736238339912
FXYD5,68.56077270146966
MMP25,55.2559513302524
NID2,53.684750003506906
C6orf1,
TBC1D2,90.78716835375826
C10orf53,-9.191127322849296
COMMD1,63.3741413051248
MAFB,203.3589296988609
ZNF234,50.56487932328878
RPS6KA4,31.80490697548248
SIRPG,66.25681002160172
SLC39A9,202.5175119521042
CDC26,17.04661330229075
LBR,105.74096578982336
TFAP2C,336.3383053626068
EFNA1,76.51432983560994
LGALS7,69.71489494842308
L3MBTL1,67.56569379565008
CASP10,76.93115401249065
PRKACA,110.7685658716614
NDRG3,209.52613681955245
LMAN2,11.322073186607213
PDDC1,
PTGDS,63.427470025362254
TCP11L1,191.21459246594668
TNFAIP1,53.64445007973427
TBL1Y,
HRASLS5,
TMEM208,81.81945410964431
PPBP,17.128882047185925
KCTD13,30.13623697115304
CLCNKB,40.217041944617904
GALNT12,105.99362075329418
MAPK10,6.943923715447681
PRRC2B,1.6737713740549225
SPAG7,6.830532530022992
ZNF322,62.85347305677874
NUDCD1,163.23284588722913
INO80B,48.325948309377736
TMEM132D,85.93575383283223
RCOR1,105.92550173440657
CAPN5,83.42594773365158
HEXIM2,56.9280439613774
TMPRSS5,131.513357337044
PCNXL3,
LHX5,55.10174167460923
MAPK8IP1,85.23256948452831
SFMBT1,115.50217837548688
ESRRB,98.93990874064455
FBXO18,
OR2T8,28.705282911805853
H3F3C,
STARD3,74.84978897847486
BBX,78.25301373462844
LYZ,58.39690164011108
SLC35G3,28.35133607584408
PLA2G2D,65.64455346029627
CYP3A43,61.96743235821543
RITA1,109.6332990899067
GBP5,16.911796287350853
SWI5,37.1073441185074
RMND1,91.03151701861862
GRAMD1C,84.4861902860257
ME2,96.76598476412757
SERPINB1,104.22859480350915
GDPD4,94.0524709841966
USP33,53.23203809863526
PVRIG,62.25955167957864
LRRC32,111.62287162905432
GBA2,42.70167821203677
CST8,38.28260055868577
ACOT13,108.31912471220288
KAAG1,56.75778863556275
CASC4,
IFT57,80.97953068181619
SMAP2,78.28547320229518
MC1R,268.2132996567709
ZNF185,94.8516858649814
DNAJC5,63.91957357552928
SLC5A5,40.77333403493844
HECA,-10.93068482791614
ERVFRD-1,57.7535553587004
BLID,32.70300167203277
C16orf87,116.4397812762454
SMIM7,33.9476645575694
LIMCH1,72.80546224937598
TRIM41,54.748166839169016
MT1M,66.5559321336184
ZNF707,40.89195962042004
TMEM205,3.974245436431829
HCN3,54.24764428724211
ASB6,77.15721477240027
AURKC,83.09132220017591
AMZ1,111.87488536546562
TAC4,32.49150471596522
NEK2,41.08592707465891
CA5B,70.27187847246842
FGF11,76.39249794571992
ZNF654,15.642445031779973
HMHA1,
MYO5B,56.00466317571591
LY6D,71.31039128552857
CATSPERD,18.42777665195877
RNF5,49.51696584204683
PRSS42,
MPZ,46.8067972918866
TTC30B,90.73629006794728
CCDC30,119.59935907423824
EPHB6,53.2104552555611
FLJ45513,
ZCCHC3,120.17270269261644
TEX2,114.00796616664276
ZNF599,29.720120742589643
ZNF79,73.80152699934797
IFI44,53.48916107138302
ANGPTL3,86.50949056057743
TMC8,112.5760219322035
MGC57346-CRHR1,
FANCB,94.21017354163904
VIPR2,58.4445222928598
GLCCI1,127.25890643750311
ABRA,57.13843509665821
CDC42SE1,23.311539083015305
HES7,80.28253039658807
FRMD6,42.9263923103772
SPAG11A,
NFIC,111.69432522155944
RHBDL2,29.417918339097696
TMED3,68.91362730233277
FBXW5,51.44768105119647
PELI1,116.55279003410853
NWD2,113.96791116235543
C9orf135,64.54890189296111
MICB,62.31690915809986
KLK12,99.3934467692161
HYI,62.388828901539
CDR2L,35.28455402875716
GPRC6A,41.39665664600943
LHFPL2,58.47553991663335
RNF126,20.47815116992092
ELL2,152.71285759663988
ZNF615,-9.882158915801485
FER,44.326278631188416
ADAM11,-10.509413079435715
CALD1,31.52419747167277
STX2,45.450618754102834
CDHR1,103.63296070713614
TMEM45B,96.03475356395802
ASB12,28.6799306968012
KIAA1671,36.01128958616118
GNPTAB,126.7319847512756
PDLIM5,70.5512344953413
ZNF559-ZNF177,
SRSF9,83.28308921883104
TEDDM1,70.12308576967735
ZFAND3,71.40453133890651
KRT38,130.9828425103301
COL6A1,180.4490334095892
GH2,-6.059963034466591
