,Skew_LRT
RPS15A,264.60636163859704
PRPF8,328.4008252172773
RANBP1,60.36951834835145
RPL34,170.21920335579392
MRPS7,14.194785974383194
RPL5,320.40067453598283
NUP98,13.40238597013439
UROD,121.00647154993636
EFTUD2,55.60387899140943
NOP58,41.43598970128801
SSU72,293.5580338035904
TOP2A,319.2638671896026
RPL4,489.53631223716775
ELP5,11.990928686939071
CDC73,71.9678220715972
ATP6V0B,161.28958365050102
EIF4A3,369.0502944252849
LONP1,20.11680336273901
RUVBL1,248.17667084012533
C7orf26,16.430245856105408
EIF2B3,-96.6553180309112
MBTPS1,-145.3008490133784
CHTOP,43.636204088459294
BUD31,375.3534303642339
PCBP1,93.752666449633
SPATA5L1,38.661643480272346
NDUFB7,59.13465046697888
DARS,
PSMG1,-147.4940449052346
RPL11,296.5275602756369
GGPS1,16.540980163322047
ATP1A1,49.63457732282063
TIMM10,61.15065530575157
FOXRED1,253.58437824865007
WDR18,-12.0222297925431
AP2M1,24.558700506287664
MED12,8.671335627672647
LRR1,171.93689931394044
DR1,-0.4974307889278293
ITPK1,389.4552405008852
TPI1,9.13267299433994
DGCR14,
MRPS2,58.8358144925358
SKIV2L2,
MCL1,126.47671248216636
SNRNP40,31.55710169962319
MARS2,13.755874347378835
GFPT1,242.72876839091467
XRCC6,36.166487462377134
CCDC94,
ACTR2,42.37966437429975
NELFCD,10.334913331381642
SDAD1,24.373706993495944
UBAP2L,55.05367988044418
N6AMT1,51.70167577463694
TBCD,54.55571813018713
AQR,116.48122777559198
NOP14,-185.52491784910785
MAK16,24.493566986469546
SS18L2,472.4624700877934
MVD,11.481470995925063
ISY1,10.27133240746258
HNRNPH1,7.628539698255395
DHX30,30.34890430277335
HMGCS1,96.25824057680938
LRRC37A,
SPDYE2,
PSMD14,86.62838785177138
TFIP11,27.42832974560547
RPL26,132.43828638027344
GTF3C4,-16.81132455372355
PCYT2,100.0592607594017
GOLGA8K,
COQ2,57.76849804660094
EXOC3,24.6023394263396
RPS12,242.6143941671324
TCP1,11.8439409268928
NIP7,159.63606169145484
MRPL41,-30.015756638161065
SMU1,156.00843816556272
MRPS16,13.722189542661852
TCEB2,
TOMM20,8.593596846193634
SCAP,0.0049421527066897
RPL24,69.1929734050193
TTC1,7.443497423287653
EXOSC8,7.578857571367791
AP2S1,9.412176121427931
DTL,77.86846569084896
C17orf89,
DNA2,
MTG2,45.126772665693295
NDUFA1,57.94242876114637
EEF2,527.7455034994193
SUPV3L1,0.0530265083014569
LAMTOR2,3.62132938594894
TRAPPC4,15.77907631692446
YRDC,343.0726616128909
RPL3,12.347115805612177
HARS,
RSL1D1,17.37456685744273
DHODH,332.96642465048046
THOC3,163.00420785870216
CRNKL1,63.53992452019084
RPS28,420.79531787402846
TUBA1B,-81.30803410944816
NOC4L,6.763968510198538
GARS,
RPA1,389.5565509852892
FAM231A,
RPS23,-149.516271634003
VARS,
RAD9A,-34.33035113955316
ALG1,6.991094780384401
ILF2,48.63479361153736
ECT2,8.637362378064836
FAM60A,
MTCH2,178.25993678049588
PSMD3,6.358722500102772
MFAP1,42.2646452645925
NSA2,4.652234723841474
RPL21,200.7132999922216
RPE,0.3371540576326168
FNTB,20.116051369781133
CHMP6,95.11280049113188
DDX27,34.74207406621968
SF3B3,40.33271123577834
PWP2,4.9923043972158325
SLC5A3,920.6631690981384
POLR3H,114.1227003315376
DHPS,125.65550344190068
PSMC2,18.16964728119342
UBA3,71.83741314758761
SSB,39.15365627941753
HIRA,8.769667723857197
CTR9,1.7901612791356456
EIF3C,
MRPL4,1.159457418606678
SRSF1,40.66733886204904
CYCS,2.130565506072287
ATP6AP1,6.586172568774032
API5,57.13487743322844
HINFP,270.67348957859025
RPL13,457.90826739375535
CDCA8,277.9916585509797
SMN1,
MCMBP,3.8318443177930135
ATP5D,
RBM17,48.98908907589339
PPP1R10,7.760412447576641
SUPT6H,194.90870035866163
IARS2,-0.4294132771615295
MIS18BP1,23.45336657785964
PSMC4,10.220026853113154
CCT5,-11.050083118125048
SF3B2,2.9941887901155155
RACGAP1,26.310562196719047
SPDYE6,
NAPA,412.5481096469931
POLR2K,214.26025287724863
SSRP1,14.551433554963552
CHMP4B,-5.8675611626313184e-05
PRIM2,
MAU2,12.013056157935353
MRPL12,-4.690672860325691
COPB1,104.14840189605208
UBA2,5.217344245151608
ZNF407,41.67136413768544
EIF3A,6.973813576762211
ARL17A,
THAP11,27.85803019529845
NAT10,-3.876986319324658
REXO2,289.37474350672574
RFK,240.5830128389448
UXT,-14.469600883345857
ADRM1,72.03097630061154
WDR55,-28.64921547096128
YARS,
PPP1R8,16.84016488109171
DDX21,0.7391489688633328
ZCRB1,11.287466119158069
NPIPA1,
MYBL2,32.14520193792072
ZRSR2,84.8818706481369
MRPL34,4.547296593640041
PPP6C,-22.97522328452027
MDN1,157.38339936101556
RPL35,-41.39844475622138
SAMM50,3.0944667409824547
RARS,
NCBP1,2.64328037194619
NUBP1,68.31075697975189
SEC61A1,154.81321275746149
HSPE1,400.90103040191735
LRPPRC,8.882516864469636
ANKRD49,0.1888835400184803
PPP2R1A,33.959550474028674
DDX1,16.348010396437303
MRPL17,0.1038277725517673
CENPO,99.09313978426088
HSPD1,50.15250526106348
HDAC3,-21.982051797237432
RNF113A,-187.2775292884801
XPO1,20.24468224996764
SNRPD1,272.5137458561013
PTCD3,12.218820305285632
NDUFS5,82.10547167454305
TUBG1,-54.41925387346328
SNRPG,347.97629139873123
DDX20,5.414012604980826
RPP30,172.95648581027405
COX17,21.650358421850456
PDCD2,28.80004912545678
RNASEK,30.870540123838623
PLK4,37.040933565949445
MCM5,10.334234020630078
NMNAT1,736.7989574826454
MED4,0.0501533950542238
SUPT16H,65.84119650682372
WDR74,255.35784746841023
RTEL1,57.74100096191688
NAA50,38.21171048878881
VWA9,
HNRNPC,12.527406104860482
GFER,11.24008177755806
SUPT5H,53.34688774838094
TUBGCP5,27.28627905596716
UBA1,270.8279913448207
RPL15,663.567329815959
PISD,92.61411919033758
NOP2,14.29276430816239
POLR2G,127.7680086998003
SOD1,111.88519467621074
RPL27A,109.20917006786276
AURKA,-9.317893908689342
NUP43,23.68508925395497
OXA1L,32.85114202499415
EIF4A1,40.35445694026498
METTL14,0.4819501084057833
GPN2,249.6763525500384
SETD1A,5.951506086571413
RPS17,-136.15071439132635
NEDD1,224.4403495739018
DUX4,225.05808576424727
SRSF7,371.1355488414984
WDHD1,0.3635445746463688
IARS,
PSMB7,11.25983104580132
GOSR2,-9.531828830837869
USPL1,12.02721480628628
PCNA,631.8855847664151
NDUFB4,84.2698157891069
TAF6,203.80090478736625
MRPS23,7.374860133888433
CRCP,57.49498756959986
NAE1,-27.83944897286404
EARS2,17.48363252665907
POLR2I,179.66647140618124
AGO2,39.36022070352988
NDUFA2,99.42076043253994
ENO1,-9.034751363829912
MRPL44,37.5744585135767
BRF1,14.937678884352865
MEN1,90.98781852306249
MGAT1,55.95199251858435
SPDYE2B,
ASNA1,
EP300,49.04794359696996
XRCC5,19.40766430198289
EXOSC2,14.108916651680945
RNF20,-3.3103337774560515
CPSF2,9.27997784277575
RPP25L,623.5582307033117
GTF3C1,-14.970787572195237
EIF2B4,33.850889869373745
RPS29,258.88693358622294
BARD1,4.124407520177272
UBE2Q1,305.32401059620105
BPTF,-3.5817906543309164
FNBP4,12.320595296974377
TUFM,40.22291371692893
MOCS3,9.590352862320202
HK2,161.55760162673062
RAD1,12.149036874622894
NOP10,5.22681990557146
ARL2,31.98360714975672
RRN3,517.3723097156887
RPL18,102.42798240297329
WDR77,255.87328787963293
CNOT1,-59.53570626858243
FLI1,744.4096102528458
PLK1,663.2331779847639
RPL9,472.6233147251105
IK,3.845049692752184
PSMA4,47.205405226666414
ZNRD1,
HMGCR,2.579889661583365
NDC1,60.777440998991786
PMPCA,0.9750389226121
RPL18A,-16.049622881301346
CTNNBL1,3.762719025880301
PSMC5,24.882914180417743
SF1,223.75309492800275
CMTR1,0.0057534400567931
PNPT1,0.0217086758318032
GMPS,17.472468917793094
CFL1,120.45345160001852
PPCDC,494.9384402027114
RPL37A,48.78434941116282
SMNDC1,15.86240306091554
DDX28,54.186065535219086
CHAF1B,303.8011705357497
NCAPD3,-18.94117615458208
OGT,59.80141592479487
C1QBP,49.864876859931655
BRIX1,-2.92640747079598
PRPF4,6.854553811498846
PIK3C3,5.667115633424203
DDX41,187.16829310415304
FDX1L,
STRAP,24.97168956619771
MRPL57,-99.1247216130986
DOLK,6.3990490743005495
EIF2B2,115.8556464445269
TTC27,135.6296689594273
SMC2,73.77329636224175
SMARCD1,26.687720770774423
OTUD5,36.19600375950135
DDX51,4.6849867739897775
CDT1,41.73978358439528
COG8,27.28523059198796
PSMD7,310.3158976174674
ZNF626,
RNPC3,245.52484199171653
KANSL3,16.327973728955158
SETDB1,69.61128509284447
PPIL2,12.34060784862811
SAP18,27.05589139032884
THOC6,73.55942615409413
ACTR10,12.840106849126869
ARCN1,10.297759854047628
ATP6V0E1,681.8997863878101
TRUB2,90.50922073583018
CWC15,
KIAA0391,
TPX2,14.460082691061755
HSPA14,38.749499655684616
TINF2,147.38174283166143
SLC7A6OS,1.0475093493976146
CENPA,-7.646308165476512e-05
MRPL10,-0.9222602082525668
MAPK3,64.73274772931904
ATP5B,
CEP85,11.868334718821927
TXNRD1,-32.57297453428862
PHF5A,594.3621284320429
NDUFS2,45.19874196984662
RPS14,78.48250630530887
TRMT5,3.068479659583886
YME1L1,7.501880420622911
NMT1,15.278646330571974
CKAP5,-5.372467532315682
COPS2,-14.195549368446224
CHEK1,147.41302542687947
COA6,181.4842250163764
CCNH,0.781158825204443
LSM4,233.33580619464504
AURKB,51.9450797607513
TXN,-13.694676011751652
MCM2,50.696313422802056
LARS,
RSL24D1,246.94476137493533
CFLAR,275.619941761811
SRSF3,475.6527678178643
RPS9,197.40627778121603
RNF40,-8.60040557088115
TMEM258,9.260995045609093
ERAL1,39.740986682562266
NDUFA8,139.45815762312935
SENP6,6.276154823028492
MCM3AP,5.602848027318828
SPATA5,7.943571958663623
TUBB8,
SUPT4H1,4.713145573042993
EXOSC4,18.740121156725763
PSMB8,40.78399413811621
ADAR,166.47118654195867
TUBGCP3,6.21474415401309
CDC5L,442.048918459213
SKP1,5.939895550671849
PAK1IP1,23.14977234572592
SRP14,-17.681351630806944
ADSL,6.264032096449
COPS6,46.41146521569107
GTPBP4,64.88814098970266
LIN52,-7.39636769219382
TIMELESS,293.3209173877344
RAD21,411.1904026864386
MINOS1,
PPOX,213.72763447347663
RPL37,302.1533320634852
TPT1,13.81078024537149
COG4,13.264385077187852
NOB1,101.53244513799508
LSM5,5.928192994698804
WDR82,220.10093053323635
UTP15,-34.85803369595337
SLC35B1,0.0436314828390322
MMS19,1.6102749634220288
MRPS25,34.4095815697024
NOC2L,0.030480566738646
ATIC,268.1049233714118
RPSA,504.1677485564576
MED8,136.13056165255406
AASDHPPT,-229.8559993920973
UBA52,145.64713821834258
RAD51,12.140748355888377
TARDBP,13.090000988552475
ELL,78.45721122429904
TSR2,232.0262579307538
SMG5,17.871937854902058
NCAPD2,14.455731881556972
MYBBP1A,0.9222180744542146
ISG20L2,11.149852812216809
SOD2,37.43610049757069
UBE2G2,293.1157812299741
SRP9,22.14141657918185
DDX47,7.971019261205583
BANF1,68.58421085601614
COX11,44.20457888309824
POLR2C,287.4773564029074
ELAVL1,33.13190397147381
FCF1,103.80132727351162
MRPL15,14.235741766863017
TSR3,141.11716274361902
AHCY,43.37892433646286
CFAP20,9.358760769929985
FASTKD5,89.16106169696809
CDK12,-111.83305186945466
ZFP36L2,278.0782745497338
RPAIN,51.883231190840775
EXOSC5,7.660059205609372
GMNN,16.238388582765197
RPRD1B,4.454171822602227
ACIN1,17.537831182450873
USP39,9.45865508923169
ALG2,12.257235481272346
ATP5H,
GAPDH,1.0643666057194423
RPS21,35.13904840298409
WDR24,3.699990100674256
PUF60,679.9866644064441
ISCA2,38.12509866987196
SON,17.665170139561496
URI1,65.22848225334906
RPS27A,113.64606479711222
GPKOW,18.740772050576368
GDI2,164.3472387600507
TSFM,-84.15262107544936
SDHA,28.3737369167973
RAB6A,106.97387432279731
TIMM9,16.543203773604546
COPE,230.19786579112656
ERCC3,8.7296887382453
STX18,32.78793066208246
POLR3A,129.47662122573018
CEBPZ,-3.838346792918929
POLR2F,125.5058908719018
CHERP,-11.429385026930843
GOLGA8O,
ASH2L,5.193517303009713
GTF2H3,-11.570867858948276
UQCRQ,-98.61083906820475
EIF2S1,282.71211794002045
CCT6A,32.66393991906924
PRKAR1A,217.50556711086955
METTL17,43.040999485735256
PET117,103.25612957408794
ATXN2L,2.5326732487067147
PPIL4,19.41743625744721
SHFM1,
IMPDH2,135.89484365403797
NOL12,26.94879607333908
RBFA,16.391360936653882
SMC4,73.58116796710675
CHURC1-FNTB,
SACM1L,11.289685908727677
GTF2A2,76.061751900557
MRPS17,40.39306161626632
LSM8,45.40615234332674
ZC3H8,82.89613282708886
SRRT,6.086577482318418
ZNF207,137.05288297173027
PCID2,5.838876710529291
INTS10,12.94734466831948
PSMD2,20.32176789444162
ACLY,40.14226164066031
BCS1L,124.99882185088956
CTU1,0.129215939753287
COX15,16.833146192670597
SEC61B,16.027101709880753
MRPS34,11.014094748233
C3orf17,
RBBP4,7.922045669174963
DCTN4,8.231549949670693
ALG13,53.23090104027199
HIST1H2BE,
ELAC2,23.448097448875465
TRAIP,17.966585299050905
CINP,27.364459375091087
LSG1,41.784403092757145
RFT1,33.91706477239296
COPS4,0.9905538506225184
SLC2A1,112.96434422509076
TBCE,-114.586095170627
ATP6V1D,38.2585644646064
NOP56,135.73967190762403
INPP5K,175.47023581553492
DNLZ,42.99943989369643
MYB,848.946681975065
RBM39,10.413180615600936
TAF4,17.749188350398185
UTP20,25.51735796555522
CENPN,0.1358088194330093
HSPA8,120.58907374206922
HAUS8,57.7205586408657
WDR75,9.377144238937888
HSD17B10,92.83443090448702
PPAN,2.2909065393489527
CUL3,24.96336564028178
KPNA2,94.58133758193236
RPL12,470.4845488515047
RPL7A,367.9499333317776
ELP2,21.61586274016446
POLR1B,-157.34607536643273
ATP6V1H,-167.04935508892635
WDR7,-7.489415362950012
CENPW,140.21705452514595
ANAPC1,8.900303351944359
SEC23B,379.5451453087173
RIOK1,44.08401076498123
EXOSC10,60.79962003042877
PREB,-6.665836058850402
PYROXD1,11.541601840529664
MRPS30,-24.69880542169338
MRPS18B,4.026297015868067
KDM8,50.49977338921222
PSMB2,186.17883754655423
NDC80,196.287114538262
ESF1,4.529966050059727
MRPL53,23.60204262137648
NDUFA9,76.53200857002116
POLR2M,35.92034147364916
LIN9,44.90893863807628
ZBTB8OS,14.07504956693191
DDOST,8.390792620846625
COMMD3,182.16406546660505
GEMIN7,3.142145905831981
MPV17L2,128.29270607799617
RCC1,28.50128703796236
DNAJC17,13.736730491573551
DGCR8,7.672257496743782
NCAPG,42.04330523464501
ORC1,6.184491208677628
DNMT1,12.28422769887186
ZC3H18,10.441038081938444
UQCR10,32.35319149388806
GMPPB,37.80714397345389
HIST1H2BL,
POLR1C,160.49160341386363
EXOSC7,32.96949352012987
CHD4,21.292564521786066
ZNF217,126.10248569979242
VPS25,285.6561803617284
NCLN,61.98141717037152
ATP1B3,437.8480674703085
POLD2,52.31295990402634
NAA25,10.870821200920377
DDX59,2.2540165596361703
DHX36,23.036905115688
VPS52,46.490597827128624
WDR43,193.1557910221344
ILF3,0.263073392250476
PMVK,28.767830297752823
C21orf59,
EMC6,70.80689647716031
GINS3,22.844714101492425
DDX46,83.62115600684001
GTF3C3,23.96299012607176
VPS72,-221.2084612528533
CTDP1,91.80147208888324
MED10,15.014337586870624
ABHD17A,20.438728494737347
ANKRD20A3,
FARS2,27.27142996386101
PAICS,145.82574063223262
TMX2,12.72015827870456
DPAGT1,381.27857120716953
DDX23,-12.724739099283028
CIRH1A,
TRAPPC5,6.851447929274116
MRPL43,23.58775326344829
PI4KB,58.56580396695294
NOL9,15.21726746150206
ATP6AP2,-157.2123646804689
MIS18A,138.76886357674096
CD3EAP,
POLR2A,
EEF1G,145.67018753746996
EMG1,
MCM6,13.158372423000143
MED6,44.07712888385379
CLASRP,-86.16409633046642
DONSON,624.7273322625458
SYS1,86.43070377395952
CCNA2,0.4194485754337052
HEATR1,2.5545686705739854
ATP6V1B2,458.31938851776783
CCT8,7.989472904290409
TP53RK,11.212623046998717
SNRPC,182.9814259223
TAF6L,31.312694464070013
FDXR,-7.174261742193266e-05
CPSF3L,
HYPK,3.427834750443367
NUPL1,
CPSF3,4.908858204617559
DNAJC24,17.75737888633671
IKZF1,636.7990521081388
POM121C,23.42366120884185
SMARCA5,16.052130591888613
NPIPB6,
CDC37,70.07455774958163
C16orf62,
TANGO6,7.00648812310726
DDI2,173.69054457051607
TPR,8.710961850801198
DNTTIP1,60.98310569774776
DNAJC8,13.199332693551334
CEP192,-32.66867719396305
PSMC1,-10.206955514664344
SFSWAP,-23.55020974528024
METTL16,4.310360260852349
MRPS27,11.68341955504718
SEH1L,-10.100793370318002
UBE2M,96.9682164078755
THG1L,1.4270798789700052
DNAJC13,279.9415991947658
HEXIM1,6.579577883735624
U2AF1,
SEC13,-23.598858982069657
ABCE1,83.04535880749125
DCTN6,2.4189923421625963
SRBD1,13.335707883666204
PRPF38A,224.64242502700904
SNRNP35,61.85775924500885
C1orf131,71.68709897410952
PPAT,175.17872842289307
RPS3,296.351415504996
SPDYE1,19.15603539267795
ISCA1,23.799160013591973
RPL13A,123.2261796020743
MRPS22,9.64920534540326
MED23,84.9978943631858
IDH3A,210.18741572309176
POLR2J3,
PIM2,412.29649147254463
NDUFS8,105.32421965620888
PHB2,386.33146659772126
SRSF10,42.77235317044364
LSM6,28.77937864013824
PPIE,35.17600770088737
RPS5,47.528509757858416
CDK6,142.6776296738467
RAN,344.8886340655332
AP3B1,57.33317351673111
PPA1,14.173218350355969
GBF1,34.25001131661594
C1orf109,138.13208879925023
WDR36,57.6110026271698
GTF2E2,25.541685957412824
PSMA2,46.34104251083971
NUS1,404.44240184135
NELFB,84.75876433321048
PHAX,13.649285855958894
TUBB,92.2151496977608
TRIAP1,96.80665887279918
CHORDC1,17.457624572972918
PFAS,236.3591531254012
FTSJ3,31.63663463439427
DNAJC11,-193.86328049015043
HIST1H3A,
DDX6,0.0632466725274412
SHQ1,-6.036159953380434
KIF23,238.04629832536625
RPS15,-16.89207270656371
AMY1B,
MRPL14,6.847665071216397
PKMYT1,-65.49651597280535
SARS2,14.655292046576008
GJB3,72.5667338917458
COX10,11.170589545946086
MED19,0.1052810210844654
DIMT1,11.356348378789676
AFG3L2,-27.963432028982595
NUTF2,80.97552062267516
BAP1,22.98472303987947
AGAP4,
CCT2,65.27351029408271
LOC100507462,
ZFC3H1,47.1999439293736
ATP6V1C1,10.523969270498128
PFDN5,28.247491111192048
NOL8,28.394768197150427
TYRO3,83.04814375447108
PRC1,73.50534837253542
MYC,172.41600070040226
CLNS1A,29.19297883887112
HNRNPK,245.87441994868576
CENPK,211.30001938058425
AK6,-40.95813858566362
NOM1,7.216977917310459
ORC3,-22.256680930328827
RARS2,-94.6762377569139
NFS1,316.9776449964923
MED15,47.46013106105579
ATP6V0D1,4.586718639081141
RPP38,-8.529122613090536
KTI12,0.3125466720062491
DDX5,87.18036349179272
PTDSS1,232.59494448143187
UHRF1,
RRP12,7.653113013227688
NUP205,2.422745358338659
NCL,51.69613345594442
FARSA,-117.28264206404282
RBM22,161.54997088140897
COG3,0.0699039587368588
PPA2,75.70186209053264
NSL1,5.085811140127959
ATP5E,
CSTF3,10.406290368717094
BSG,74.07878101947927
HMBS,272.7071421077694
MBNL1,277.98411587472805
NDNL2,
HIST1H2AK,
PRPF38B,277.7220536677366
OSER1,-2.8373476354313425
ZNF830,-15.05270825277421
PRKDC,
FIP1L1,1.4796490351902207
SLC25A22,150.78921832958645
TAMM41,0.1437911177905562
DNTTIP2,77.51628013493774
DDX39A,273.330458263422
H3F3B,
VPS18,18.62315601252769
EIF2S2,24.636435582697857
GTPBP6,
CDC42,-79.28542264584564
PDCD11,9.87422718905168
NDUFA10,136.09821845079728
TTI1,32.011842458773884
RPL10A,251.1413644154822
QARS,
DPH1,26.09230044567721
NOL6,0.0233363153026857
RIC1,74.23019326171595
PCF11,0.2760436276430482
PSMA3,353.86790927553403
TMEM189,
RPN1,8.420439829832695
TEX10,27.780737782921506
VHL,12.674291475213067
RPP14,-24.93173522217363
FUBP1,-191.1905411172004
GOLGA6L10,
POLR3F,27.82630657757784
SMG1,45.74737318631327
SBNO1,33.91764658352665
HMGA1,-42.95118588030427
U2SURP,-2.997712542578085
STX4,429.9290785821492
SNRPA1,207.4473922466484
GLRX3,179.22966957048604
GUK1,151.81667530963273
TMEM41B,22.37574430974729
YPEL3,33.81326752620316
LAS1L,56.90980213173822
PRAMEF15,
ACTL6A,112.96013718358812
ZNF236,48.72984237111001
GRWD1,-42.92329616165301
BTF3L4,29.75393401296724
PABPN1,131.52585017559403
NGLY1,206.2020041452065
HIST1H1A,
MRPL32,-17.028457748816777
CHCHD1,-5.208794505193698
BIRC5,167.7913289231841
SRSF6,19.19572123873553
SMN2,
ZNF574,48.83365411312363
TAF1B,30.956397664388906
SFPQ,143.5632555247608
TUBGCP2,80.92315744790437
OPA1,26.551933701281456
C19orf52,
POLA2,18.156525378307435
YKT6,87.7062793504441
